Well,API #,Stage,Crew,Start Date,Start Time,End Date,End Time,When  (Except Pumping),Party,Reason,Comments,TimeInMin,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/10/20,20:48,8/10/20,20:58,Between Stages,Operating,Well Swap,,10,
Sola Vaca Norte A 4EF,42-507-33310,37,L9,8/10/20,20:58,8/10/20,21:57,,Operating,Pumping,"All prop placed, good stage",59,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/10/20,21:57,8/10/20,22:15,Between Stages,Operating,Well Swap,,18,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/10/20,22:15,8/10/20,22:30,Between Stages,Operating,Prime and Test,,15,
Sola Vaca Norte A 5EF,42-507-33355,37,L9,8/10/20,22:30,8/10/20,23:29,,Operating,Pumping,"All prop placed, good stage",59,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/10/20,23:29,8/10/20,23:47,Between Stages,Operating,Well Swap,,18,
Sola Vaca Norte A 6EF,42-507-33356,37,L9,8/10/20,23:47,8/11/20,0:45,,Operating,Pumping,"All prop placed, good stage",58,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/11/20,0:45,8/11/20,2:01,Between Stages,Operating,Grease-Full-Scheduled ,,76,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/11/20,2:01,8/11/20,2:08,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 4EF,42-507-33310,38,L9,8/11/20,2:08,8/11/20,3:02,,Operating,Pumping,"FP62 packing hole 1, cut stage 1 load (40/70) short due to pressure increase, per consultant. ",54,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/11/20,3:02,8/11/20,3:16,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/11/20,3:16,8/11/20,3:30,Between Stages,Operating,Prime and Test,,14,
Sola Vaca Norte A 5EF,42-507-33355,38,L9,8/11/20,3:30,8/11/20,4:28,,Operating,Pumping,"All prop placed, good stage",58,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,4:28,8/11/20,4:50,Between Stages,Operating,Well swap,,22,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,4:50,8/11/20,5:00,Between Stages,Operating,Prime and test,,10,
Sola Vaca Norte A 6EF,42-507-33356,38,L9,8/11/20,5:00,8/11/20,5:30,,Operating,Pumping,,30,
Sola Vaca Norte A 6EF,42-507-33356,38,L8,8/11/20,5:30,8/11/20,6:01,,Operating,Pumping,SHIFT CHANGE/ GREAT stage,31,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/11/20,6:01,8/11/20,7:54,Between Stages,NPT_Third_Party,Waiting on Sand,3 loads of 40/70,113,
Sola Vaca Norte A 4EF,42-507-33310,39,L8,8/11/20,7:54,8/11/20,8:52,,Operating,Pumping,Cut screws due to PSI increase @ 3.0PPG/ Sand cut short/  419440 total,58,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/11/20,8:52,8/11/20,10:20,Between Stages,NPT_Third_Party,Waiting on Sand,3 loads of 100 Mesh,88,
Sola Vaca Norte A 5EF,42-507-33355,39,L8,8/11/20,10:20,8/11/20,11:21,,Operating,Pumping,GREAT stage,61,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/11/20,11:21,8/11/20,13:14,Between Stages,NPT_Third_Party,Waiting on Sand,8 loads/ off loaded/ Solaris monitors are not reading (showing red),113,
Sola Vaca Norte A 6EF,42-507-33356,39,L8,8/11/20,13:14,8/11/20,13:34,,Operating,Pumping,Solaris having issues with their silos/ Solaris tech addressing the issues/ displacing acid and shutting down to resolve the issue,20,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/11/20,13:34,8/11/20,13:40,During Stage,NPT_Third_Party,Silos-Solaris ,Solais fixing Silos,6,
Sola Vaca Norte A 6EF,42-507-33356,39,L8,8/11/20,13:40,8/11/20,14:40,,Operating,Pumping,Resuming Stage 39/ Cut screws @ 2.5ppg (40/70) due to PSI increase/ running a sweep/,60,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/11/20,14:40,8/11/20,16:57,Between Stages,NPT_Third_Party,Waiting on Sand,5 loads of 100 Mesh/ Reboot DV03,137,
Sola Vaca Norte A 4EF,42-507-33310,40,L8,8/11/20,16:57,8/11/20,17:30,,Operating,Pumping,cut screws @ 3.0 ppg 100 Mesh/ running a sweep/,33,
Sola Vaca Norte A 4EF,42-507-33310,40,L9,8/11/20,17:30,8/11/20,18:06,,Operating,Pumping,Shift change; All prop placed,36,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/11/20,18:06,8/11/20,18:20,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/11/20,18:20,8/11/20,18:41,,Operating,Prime and Test,,21,
Sola Vaca Norte A 5EF,42-507-33355,40,L9,8/11/20,18:41,8/11/20,19:49,,Operating,Pumping,"During beginning of stage blender tender struggled to maintain tub, dropped rate for tub to be filled and continued frac. All prop placed",68,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,19:49,8/11/20,21:10,Between Stages,NPT_Third_Party,Waiting on Sand,4 loads of 100 mesh,81,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,21:10,8/11/20,21:40,Between Stages,Operating,Prime and Test,Blender blew packing on..,30,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,21:40,8/11/20,21:59,Between Stages,NPT_Mechanics,Blender,,19,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/11/20,21:59,8/11/20,22:06,Between Stages,NPT_Operations,Prime and Test,,7,
Sola Vaca Norte A 6EF,42-507-33356,40,L9,8/11/20,22:06,8/11/20,23:21,,Operating,Pumping,"Left 10,000 lbs of sand due to pressure increase, per consultant. ",75,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/11/20,23:21,8/11/20,23:48,Between Stages,Operating,Well Swap,,27,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/11/20,23:48,8/11/20,23:53,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 4EF,42-507-33310,41,L9,8/11/20,23:53,8/12/20,1:14,,Operating,Pumping,"All prop placed, good stage",81,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/12/20,1:14,8/12/20,1:32,Between Stages,Operating,Well Swap,,18,
Sola Vaca Norte A 5EF,42-507-33355,41,L9,8/12/20,1:32,8/12/20,2:41,,Operating,Pumping,"FP17 needs spot check, FP19 packing hole 4, FP50 packing hole 3. All prop placed",69,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,2:41,8/12/20,4:20,Between Stages,Operating,Grease-Full-Scheduled ,Rebooted DV PCs/ backside equipment ,99,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,4:20,8/12/20,4:34,Between Stages,Operating,Prime and Test,,14,
Sola Vaca Norte A 6EF,42-507-33356,41,L9,8/12/20,4:34,8/12/20,5:30,,Operating,Pumping,FP17 not going into gear,56,
Sola Vaca Norte A 6EF,42-507-33356,41,L8,8/12/20,5:30,8/12/20,5:48,,Operating,Pumping,GREAT stage,18,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/12/20,5:48,8/12/20,5:57,Between Stages,Operating,Well Swap,,9,
Sola Vaca Norte A 4EF,42-507-33310,42,L8,8/12/20,5:57,8/12/20,7:04,,Operating,Pumping,GREAT stage,67,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/12/20,7:04,8/12/20,7:28,Between Stages,Operating,Well Swap,,24,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/12/20,7:28,8/12/20,7:43,Between Stages,Operating,Prime and Test,"tested to 9200, good test",15,
Sola Vaca Norte A 5EF,42-507-33355,42,L8,8/12/20,7:43,8/12/20,8:39,,Operating,Pumping,GREAT stage,56,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/12/20,8:39,8/12/20,8:49,Between Stages,Operating,Well Swap,,10,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/12/20,8:49,8/12/20,9:02,Between Stages,Operating,Prime and Test,"tested to 9242, good test",13,
Sola Vaca Norte A 6EF,42-507-33356,42,L8,8/12/20,9:02,8/12/20,9:19,,Operating,Pumping,Solaris Silo box is malfunctioning trying to load the hopper,17,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/12/20,9:19,8/12/20,10:13,During Stage,NPT_Third_Party,Silos-Solaris ,"Solaris operator is making a phone call to try and resolve the problem/ A Solaris tech is headed out with a new box and cables, eta of 45 minutes",54,
Sola Vaca Norte A 6EF,42-507-33356,42,L8,8/12/20,10:13,8/12/20,11:29,,Operating,Pumping,Resuming Stage 42/ cut screws due to PSI increase and ran a sweep/ started back with .50ppg ramps/ All prop placed ,76,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/12/20,11:29,8/12/20,11:40,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 4EF,42-507-33310,,L8,8/12/20,11:40,8/12/20,11:45,Between Stages,Operating,Prime and Test,"tested to 9211, good test",5,
Sola Vaca Norte A 4EF,42-507-33310,43,L8,8/12/20,11:45,8/12/20,12:57,,Operating,Pumping,cut screws @ 3.0ppg and ran a sweep/ running .5ppg ramps/ all prop placed,72,
Sola Vaca Norte A 5EF,42-507-33355,,L8,8/12/20,12:57,8/12/20,13:57,Between Stages,NPT_Third_Party,Waiting on Sand,,60,
Sola Vaca Norte A 5EF,42-507-33355,43,L8,8/12/20,13:57,8/12/20,14:57,,Operating,Pumping,GREAT stage,60,
Sola Vaca Norte A 6EF,42-507-33356,,L8,8/12/20,14:57,8/12/20,17:30,Between Stages,NPT_Third_Party,Waiting on Sand,,153,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,17:30,8/12/20,18:07,Between Stages,NPT_Third_Party,Waiting on Sand,Shift change,37,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,18:07,8/12/20,18:10,Between Stages,Operating,Prime and Test,,3,
Sola Vaca Norte A 6EF,42-507-33356,43,L9,8/12/20,18:10,8/12/20,19:29,,Operating,Pumping,"All prop placed, good stage",79,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/12/20,19:29,8/12/20,19:42,Between Stages,Operating,Well Swap,,13,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/12/20,19:42,8/12/20,19:51,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 4EF,42-507-33310,44,L9,8/12/20,19:51,8/12/20,21:05,,Operating,Pumping,FP61 packing hole 4,74,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/12/20,21:05,8/12/20,21:18,Between Stages,Operating,Well Swap,,13,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/12/20,21:18,8/12/20,21:32,Between Stages,Operating,Prime and Test,,14,
Sola Vaca Norte A 5EF,42-507-33355,44,L9,8/12/20,21:32,8/12/20,22:39,,Operating,Pumping,"All prop placed, good stage",67,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,22:39,8/12/20,22:50,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,22:50,8/12/20,23:58,Between Stages,NPT_Third_Party,Chemicals-Fluid,3rd party contaminated bio into scavenger iso. Got ok from US Energy to contiue frrac. Will replace Scavenger iso in the morning.,68,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/12/20,23:58,8/13/20,0:06,Between Stages,Operating,Prime and Test,,8,
Sola Vaca Norte A 6EF,42-507-33356,44,L9,8/13/20,0:06,8/13/20,1:27,,Operating,Pumping,"All prop placed, good stage",81,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,1:27,8/13/20,1:48,Between Stages,Operating,Well Swap,,21,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,1:48,8/13/20,2:00,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 4EF,42-507-33310,45,L9,8/13/20,2:00,8/13/20,3:25,,Operating,Pumping,"Silo control box stopped working at beginnin of stage, cut screws and ran sweep.  Got silo control box working; all prop placed.",85,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/13/20,3:25,8/13/20,3:40,Between Stages,Operating,Well Swap,,15,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/13/20,3:40,8/13/20,3:47,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 5EF,42-507-33355,45,L9,8/13/20,3:47,8/13/20,4:56,,Operating,Pumping,"All prop placed, good stage",69,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/13/20,4:56,8/13/20,5:18,Between Stages,Operating,Well Swap,,22,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/13/20,5:18,8/13/20,5:30,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/13/20,5:30,8/13/20,5:31,Between Stages,Operating,Prime and Test,Shift change,1,
Sola Vaca Norte A 6EF,42-507-33356,45,L7,8/13/20,5:31,8/13/20,5:32,,Operating,Pumping,,1,
Sola Vaca Norte A 6EF,42-507-33356,45,L7,8/13/20,5:32,8/13/20,6:38,,Operating,Pumping,SHIFT CHANGE/ FP42 packing hole 5/ cut screws @ 2.5ppg and ran a sweep/,66,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/13/20,6:38,8/13/20,7:52,Between Stages,Operating,Re-Head/Grease-Scheduled,,74,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/13/20,7:52,8/13/20,9:15,Between Stages,NPT_Operations,Iron,leak on flange connected to the check valve on FMC missile/ replacing the stock and seal/,83,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/13/20,9:15,8/13/20,9:24,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 4EF,42-507-33310,46,L7,8/13/20,9:24,8/13/20,10:24,,Operating,Pumping,GREAT stage,60,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/13/20,10:24,8/13/20,10:42,Between Stages,Operating,Well Swap,,18,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/13/20,10:42,8/13/20,10:55,Between Stages,Operating,Prime and Test,"tested to 9312, good test",13,
Sola Vaca Norte A 5EF,42-507-33355,46,L7,8/13/20,10:55,8/13/20,11:54,,Operating,Pumping,GREAT stage,59,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/13/20,11:54,8/13/20,12:10,Between Stages,Operating,Well Swap,,16,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/13/20,12:10,8/13/20,12:19,Between Stages,Operating,Prime and Test,"tested to 9288, good test",9,
Sola Vaca Norte A 6EF,42-507-33356,46,L7,8/13/20,12:19,8/13/20,13:24,,Operating,Pumping,GREAT stage,65,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/13/20,13:24,8/13/20,13:35,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 4EF,42-507-33310,47,L7,8/13/20,13:35,8/13/20,14:33,,Operating,Pumping,GREAT stage,58,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/13/20,14:33,8/13/20,14:44,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 5EF,42-507-33355,47,L7,8/13/20,14:44,8/13/20,15:41,,Operating,Pumping,GREAT stage,57,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/13/20,15:41,8/13/20,16:26,Between Stages,NPT_Third_Party,Waiting on Sand,Swap blenders & rebooted DV03,45,
Sola Vaca Norte A 6EF,42-507-33356,47,L7,8/13/20,16:26,8/13/20,17:22,,Operating,Pumping,GREAT stage,56,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/13/20,17:22,8/13/20,17:30,Between Stages,NPT_Third_Party,Waiting on Sand,,8,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,17:30,8/13/20,19:30,Between Stages,NPT_Third_Party,Waiting on Sand,,120,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,19:30,8/13/20,19:37,Between Stages,Operating,Prime and Test,leak on FP 18,7,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,19:37,8/13/20,19:50,Between Stages,NPT_Operations,Frac Pump,"FP18 needs new checkvalve, bull plugged pump",13,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,19:50,8/13/20,19:56,Between Stages,Operating,Prime and Test,,6,
Sola Vaca Norte A 4EF,42-507-33310,48,L9,8/13/20,19:56,8/13/20,21:06,,Operating,Pumping,"All prop placed, good stage",70,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/13/20,21:06,8/13/20,21:26,Between Stages,Operating,Well Swap,,20,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/13/20,21:26,8/13/20,21:34,Between Stages,Operating,Equalizing,,8,
Sola Vaca Norte A 5EF,42-507-33355,48,L9,8/13/20,21:34,8/13/20,22:42,,Operating,Pumping,"FP44 needs spot check, all prop placed",68,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/13/20,22:42,8/13/20,23:02,Between Stages,Operating,Well Swap,,20,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/13/20,23:02,8/13/20,23:26,Between Stages,Operating,Prime and Test,,24,
Sola Vaca Norte A 6EF,42-507-33356,48,L9,8/13/20,23:26,8/14/20,0:34,,Operating,Pumping,FP53 packing hole 2; All prop placed,68,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/14/20,0:34,8/14/20,0:54,Between Stages,Operating,Well Swap,,20,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/14/20,0:54,8/14/20,1:10,Between Stages,Operating,Prime and Test,,16,
Sola Vaca Norte A 4EF,42-507-33310,49,L9,8/14/20,1:10,8/14/20,1:25,,Operating,Pumping,"2 pinholes were noticed on discharge manifold of BL5 once we got off acid, displaced acid and shut down. ",15,
Sola Vaca Norte A 4EF,42-507-33310,,L9,8/14/20,1:25,8/14/20,1:33,During Stage,NPT_Mechanics,Blender,Switching to standby blender,8,
Sola Vaca Norte A 4EF,42-507-33310,49,L9,8/14/20,1:33,8/14/20,2:30,,Operating,Pumping,"Job profile on BL9 wasn’t reviewed before starting sand, causing sand concentration to fluctuate. All prop placed",57,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/14/20,2:30,8/14/20,2:55,Between Stages,Operating,Well Swap,,25,
Sola Vaca Norte A 5EF,42-507-33355,,L9,8/14/20,2:55,8/14/20,3:04,Between Stages,Operating,Prime and Test,,9,
Sola Vaca Norte A 5EF,42-507-33355,49,L9,8/14/20,3:04,8/14/20,4:08,,Operating,Pumping," Both FP38 and FP18 were not pushing out rate and suction alarms were on, both pumps were closed at the missile. All prop placed, good stage",64,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/14/20,4:08,8/14/20,4:28,Between Stages,Operating,Well Swap,,20,
Sola Vaca Norte A 6EF,42-507-33356,,L9,8/14/20,4:28,8/14/20,4:40,Between Stages,Operating,Prime and Test,,12,
Sola Vaca Norte A 6EF,42-507-33356,49,L9,8/14/20,4:40,8/14/20,5:30,,Operating,Pumping,,50,
Sola Vaca Norte A 6EF,42-507-33356,49,L7,8/14/20,5:30,8/14/20,5:47,,Operating,Pumping,Shift change; All prop placed,17,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/14/20,5:47,8/14/20,7:14,Between Stages,Operating,Grease-Full-Scheduled ,,87,
Sola Vaca Norte A 4EF,42-507-33310,50,L7,8/14/20,7:14,8/14/20,8:11,,Operating,Pumping,GREAT stage,57,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/14/20,8:11,8/14/20,8:21,Between Stages,Operating,Well Swap,,10,
Sola Vaca Norte A 5EF,42-507-33355,50,L7,8/14/20,8:21,8/14/20,9:16,,Operating,Pumping,GREAT stage,55,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/14/20,9:16,8/14/20,9:30,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 6EF,42-507-33356,,L7,8/14/20,9:30,8/14/20,9:44,Between Stages,Operating,Prime and Test,"tested to 9245, good test",14,
Sola Vaca Norte A 6EF,42-507-33356,50,L7,8/14/20,9:44,8/14/20,10:43,,Operating,Pumping,cut screws @ 3.5ppg 40/70/ Consultant called it a stage which cut 40/70 short 30000lbs,59,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/14/20,10:43,8/14/20,11:10,Between Stages,Operating,Well Swap,,27,
Sola Vaca Norte A 4EF,42-507-33310,,L7,8/14/20,11:10,8/14/20,11:22,Between Stages,Operating,Prime and Test,"tested to 9293, good test",12,
Sola Vaca Norte A 4EF,42-507-33310,51,L7,8/14/20,11:22,8/14/20,12:17,,Operating,Pumping,GREAT stage,55,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/14/20,12:17,8/14/20,12:28,Between Stages,Operating,Well Swap,,11,
Sola Vaca Norte A 5EF,42-507-33355,,L7,8/14/20,12:28,8/14/20,12:35,Between Stages,Operating,Prime and Test,"tested to 9331, good test",7,
Sola Vaca Norte A 5EF,42-507-33355,51,L7,8/14/20,12:35,8/14/20,13:31,,Operating,Pumping,cut screws @ 3.00ppg 40/70 and called it a stage due to PSI increase,56,
Sola Vaca Norte A 3EF,42-507-33309,,L7,8/14/20,13:31,8/14/20,17:30,Rig-Over,Operating,Rig-Over,,239,
Sola Vaca Norte A 3EF,42-507-33309,,L9,8/14/20,17:30,8/15/20,5:30,Rig-Over,Operating,Rig-Over,KLX rigging over to next set of wells ,720,
Sola Vaca Norte A 3EF,42-507-33309,,L7,8/15/20,5:30,8/15/20,17:30,Rig-Over,Operating,Rig-Over,KLX rigging over to next set of wells ,720,
Sola Vaca Norte A 3EF,42-507-33309,,L9,8/15/20,17:30,8/16/20,5:30,Rig-Over,Operating,Rig-Over,KLX rigging over to next set of wells ,720,
Sola Vaca Norte A 3EF,42-507-33309,,L7,8/16/20,5:30,8/16/20,17:30,Rig-Over,Operating,Rig-Over,KLX rigging over to next set of wells/ reboot DV03/  ,720,
Sola Vaca Norte A 3EF,42-507-33309,,L9,8/16/20,17:30,8/16/20,20:08,Rig-Over,Operating,Prime and Test,Shift change/PUPT,158,
Sola Vaca Norte A 3EF,42-507-33309,1,L9,8/16/20,20:08,8/16/20,22:07,,Operating,Pumping,FP57 hose on radiator was loose; All prop placed,119,
Sola Vaca Norte A 2EF,42-507-33308,,L9,8/16/20,22:07,8/16/20,22:37,Between Stages,Operating,Well Swap,,30,
Sola Vaca Norte A 2EF,42-507-33308,,L9,8/16/20,22:37,8/16/20,22:46,Between Stages,Operating,Equalizing,,9,
Sola Vaca Norte A 2EF,42-507-33308,1,L9,8/16/20,22:46,8/17/20,0:46,,Operating,Pumping,"All prop placed, good stage",120,
Sola Vaca Norte A 1EF,42-507-33307,,L9,8/17/20,0:46,8/17/20,1:12,Between Stages,Operating,Well Swap,,26,
Sola Vaca Norte A 1EF,42-507-33307,,L9,8/17/20,1:12,8/17/20,1:17,Between Stages,Operating,Equalizing,,5,
Sola Vaca Norte A 1EF,42-507-33307,1,L9,8/17/20,1:17,8/17/20,3:29,,Operating,Pumping,"FP54 dring hole 4, cut 40/70 sand early due to pressure. ",132,
Sola Vaca Norte A 3EF,42-507-33309,,L9,8/17/20,3:29,8/17/20,3:56,Between Stages,Operating,Well Swap,"FP54 dring hole 4 done, Blender swap",27,
Sola Vaca Norte A 3EF,42-507-33309,,L9,8/17/20,3:56,8/17/20,4:07,Between Stages,Operating,Prime and Test,,11,
Sola Vaca Norte A 3EF,42-507-33309,2,L9,8/17/20,4:07,8/17/20,5:30,,Operating,Pumping,"BL9 was struggling to maintain tub  at 90 bbls/min during beginning of stage, EO was attempting to set tub in auto. FP54 dring hole #4",83,
Sola Vaca Norte A 3EF,42-507-33309,2,L7,8/17/20,5:30,8/17/20,6:14,,Operating,Pumping,shift change; good stage. One extra time charge removed due to blender issues,44,
Sola Vaca Norte A 2EF,42-507-33308,,L7,8/17/20,6:14,8/17/20,6:27,Between Stages,Operating,Well Swap,,13,
Sola Vaca Norte A 2EF,42-507-33308,2,L7,8/17/20,6:27,8/17/20,7:56,,Operating,Pumping,"All prop placed, good stage",89,
Sola Vaca Norte A 1EF,42-507-33307,,L7,8/17/20,7:56,8/17/20,8:10,Between Stages,Operating,Well Swap,,14,
Sola Vaca Norte A 1EF,42-507-33307,,L7,8/17/20,8:10,8/17/20,8:20,Between Stages,NPT_Mechanics,Blender,"pinhole on BL9 discharge manifold, swapped to BL11",10,
Sola Vaca Norte A 1EF,42-507-33307,,L7,8/17/20,8:20,8/17/20,8:27,Between Stages,Operating,Equalizing,,7,
Sola Vaca Norte A 1EF,42-507-33307,2,L7,8/17/20,8:27,8/17/20,9:46,,Operating,Pumping,"FP6 V&S; All prop placed, good stage",79,
Sola Vaca Norte A 3EF,42-507-33309,,L7,8/17/20,9:46,8/17/20,10:16,Between Stages,Operating,Well Swap,,30,
Sola Vaca Norte A 3EF,42-507-33309,,L7,8/17/20,10:16,8/17/20,10:22,Between Stages,NPT_Operations,Prime and Test,had to PUPT after we tied in FP76 during well swap,6,
Sola Vaca Norte A 3EF,42-507-33309,3,L7,8/17/20,10:22,8/17/20,11:52,,Operating,Pumping,ran a sweep per consultant due to high pressure; cut 2 40/70 loads due to pressure.,90,
Sola Vaca Norte A 2EF,42-507-33308,,L7,8/17/20,11:52,8/17/20,12:22,Between Stages,Operating,Well Swap,swap to BL9,30,
Sola Vaca Norte A 2EF,42-507-33308,,L7,8/17/20,12:22,8/17/20,12:43,Between Stages,Operating,Prime and Test,,21,
Sola Vaca Norte A 2EF,42-507-33308,3,L7,8/17/20,12:43,8/17/20,14:02,,Operating,Pumping,GREAT stage,79,
Sola Vaca Norte A 1EF,42-507-33307,,L7,8/17/20,14:02,8/17/20,14:14,Between Stages,Operating,Well Swap,,12,
Sola Vaca Norte A 1EF,42-507-33307,3,L7,8/17/20,14:14,8/17/20,16:10,,Operating,Pumping,Cut screws @ 2.0ppg and brought sand right back 2.0ppg (no sweep)/ Cut screws again due to PSI increase and ran a sweep/ FP89 kicked out/ Blender density is fluctuating but inline density is remaining constant/Engineer & IPT computer is glitching also/ Consultant cut 40/70 short,116,
